sep=,
index,sin_1,sin_2,sin_3,sin_4,sin_5,cos_1,cos_2,cos_3,cos_4,cos_5
0,-0.27335015313747846,-0.10559353969048746,-0.678319376582917,-0.6950949174717143,-0.19376788229540742,1.830232471705564,0.6290544373868583,1.6718291106275789,1.5167323895358067,1.0768050130022186
1,0.4544361088872374,-0.33927510511458914,-0.2573454236213494,0.8355554862784754,-0.6286457324516416,0.2328819390885759,0.5915536878204162,0.8362386036749718,1.0881312819591047,0.8726236845307751
2,0.913652466734608,-0.26306414756687097,1.1918847215526718,0.542350864545867,-0.2876920692363725,0.12563928071924635,1.829385749199439,1.810641660832741,1.4326735620768436,1.006624362128382
3,1.3076158271034357,0.8664413478772982,0.9114542720439135,0.4735506911441568,0.34495843435031326,-0.05379003098051449,0.6563532716427997,1.0519135194549216,0.39707425460972245,0.725582322823436
4,0.9240543767474693,0.47160599919308377,0.23693626740149798,1.487610242437015,1.3899818759129956,0.14866919540591372,-0.07005037235463163,1.349355609690337,0.8148060397743669,-0.06583603475163391
5,0.24585804395440403,0.5082019568513187,-0.07117160678386059,0.8590786198393763,0.2593826260492329,1.1904552674260964,1.142298726404455,1.2741476445367543,0.23150499766646315,0.3861652404402842
6,1.7021664246779853,0.8229569331684738,0.637312543036556,1.6732902106195446,0.10341842797726852,-0.06972320035081214,1.242610568490901,0.9553247209702906,-0.041735107222227175,0.6192751393483091
7,1.8429676609838521,1.875706487320582,1.3102298940835515,0.017989860243392997,0.6880623741703757,0.303906565113368,-0.26258800210757116,0.561916372514153,0.035699061296241424,-0.3508301699654276
8,1.139428134099132,0.18187736829203172,0.035820034595053785,1.7486059929636237,0.9881993668925814,0.08319793143042946,0.5389744070128348,0.1376762523145894,-0.4494076870933023,0.5308740542538686
9,1.9491954191488703,0.22685626127925196,0.8902341661685902,1.49228275545242,1.3818807785367861,0.031313914991197345,-0.6347776155596476,0.474424698292734,-0.24071323653742188,-1.1538380448668806
10,0.480460573517258,1.0905780361113906,0.46280229642179593,1.5072000788710498,1.4499951226473793,-0.1574615637770132,-1.348536351602206,-0.17356342745406456,-0.08667674113317686,-0.5442857699985115
11,1.0804850719068724,0.38650139922335347,1.5111361883128962,1.6709016969699069,1.4673138598290933,-1.3006430429113807,-0.3367016794586928,-1.2506155936577423,-0.8222297914023426,-0.8149470463195663
12,0.9894575956964021,0.6220912064248819,1.073445020117581,0.6502063535898323,0.41311770875012954,0.029503047886009992,-0.3063170789755433,-1.4998215899987497,-1.270476323994631,-0.4914754904416808
13,-0.12977249804826652,1.4548305658168061,0.770593669260636,0.5641895764850019,1.181865911629496,-0.6685556056999513,-0.2551575388309639,-0.8746053877934588,-0.8135595943696969,-0.4932560669321653
14,1.1209101756715318,-0.22076779728045381,0.6810387859925373,-0.4837373503760223,-0.20838563947836541,-1.812306700544144,-0.7848600881629975,-1.6960272686056856,-1.5084593467414114,-1.590494760813097
15,-0.11617690302186859,-0.7905623790286253,-0.25428402409861783,-0.7415770994591239,-0.2007167612984421,-0.15915349592903794,-0.7765810881953283,-1.7095277463625131,-1.101516127641281,-0.9775381120209476
16,0.9288984616730628,0.6478329810328022,-0.36108541830624163,-0.7246201908300883,0.5197366474634119,-1.2962118290876814,-0.934022111010375,-1.8802575151178782,-0.4911162868708898,-1.1217959046020258
17,0.29011371128439944,-0.9168376387684394,0.24839012989397768,0.5675693833979998,-0.9813984056931517,-0.6470505644072326,-0.7091645133347817,-1.4970309809453441,-0.5880426727072148,-1.2394427906683378
18,-0.43702560450146716,-0.8050184601836103,-0.25347228902287294,0.027033547493524324,0.16762034594730707,-1.7233748156109874,-1.8501457124120009,-0.634625988477243,-0.419176471330689,-1.2605502859115485
19,-1.2315683730598828,-1.3113449481698924,-0.9335314745057027,-1.28136870152838,-1.378593226218638,0.07671816926433228,-0.24775808834257973,-0.5666207129742137,-0.22360293373787277,-0.5922971949792227
20,-1.6513084442266446,-1.1928304825336458,-0.8151048987327973,-1.1231752142140172,-0.2562482402444244,-1.5072783260541374,-1.2250911867830658,-0.9021046845697002,-0.7620539321310099,-1.3434812587693257
21,-1.5788206736173527,-0.14596482770802943,-1.098161012462448,-0.368642168662229,-0.07858611339547084,-0.900728589758353,-1.3127414190698683,0.24249603963844008,-1.3781965830587868,-0.871254517288377
22,-1.2748058072865014,0.004679005516315948,-1.9492325480947366,-0.8997527952795208,-1.5688695606574907,0.5774047550957272,-0.09282589854589107,-0.47781112293490147,-1.2094219015795007,-0.874976694427927
23,-1.8288160474295512,-1.1453874306403464,-0.7184262939808984,-0.9986034924226329,-1.2086794376260848,-0.6851129908733636,-0.02264127864988988,0.5535928787128371,-0.019898078760999388,0.11824207960010188
24,-1.3567727815628874,-1.8886387054483804,-0.76474490124115,-0.60611729519552,-0.29874457498129803,0.32629205588052623,0.5600052477571271,0.07217933116209996,0.2187433888655641,-0.3469827275170969
25,0.03320910851481906,-1.4132198836861223,-1.4579464268341762,-0.5140869462760281,-1.2339560041672075,-0.44625431352781003,-0.0566143101697289,-0.09076210437815052,0.09270299333155513,0.03161141074307455
26,-1.7090997391523124,-0.36253861207209603,-1.64656086807366,-0.45635867143791786,0.06015456309659595,1.2486986032305167,1.2395005760376927,0.5325633416311245,0.9900201690583522,0.14477843890601927
27,-1.3074256309344543,-0.7155555034737973,-1.5664517870531227,-1.1587253706484677,-1.371263635789211,1.105687294080488,1.4303120672918446,0.2227891218803264,0.7389577726490104,-0.12419057538430178
28,-0.8364874586150585,-0.7707126472092581,-0.3805859914041313,0.23326705492523614,-1.010608247987209,0.9454990215394904,1.2659190634807027,-0.17633655770513068,1.2779638397691073,0.5986134509743731
